spendingType,date,amountOfMoney,description,index,spendingTypeText
"8","8/13/2015","238","","5587","UTILITIES"
"7","7/28/2013","861","","5588","TRANSPORT_ROADS_HOUSEHOLD"
"1","1/13/2017","1430","","5589","EDUCATION"
"7","6/18/2009","1454","","5590","TRANSPORT_ROADS_HOUSEHOLD"
"3","1/17/2009","138","","5591","INTERGOVERNMENTAL_TRANSFERS"
"0","4/27/2015","1527","","5592","ART"
"1","4/17/2012","1365","","5593","EDUCATION"
"2","3/22/2010","1637","","5594","GOVERNANCE"
"7","5/14/2018","1220","","5595","TRANSPORT_ROADS_HOUSEHOLD"
"1","2/23/2014","22","","5596","EDUCATION"
"2","11/17/2009","1109","","5597","GOVERNANCE"
"3","9/25/2014","1304","","5598","INTERGOVERNMENTAL_TRANSFERS"
"6","9/10/2015","602","","5599","SPORT"
"1","1/21/2013","1991","","5600","EDUCATION"
"3","5/8/2010","1930","","5601","INTERGOVERNMENTAL_TRANSFERS"
"5","2/21/2011","1311","","5602","SOCIETY_DEFENCE"
"5","4/2/2016","243","","5603","SOCIETY_DEFENCE"
"0","2/21/2018","1540","","5604","ART"
"5","8/17/2015","960","","5605","SOCIETY_DEFENCE"
"0","5/26/2017","700","","5606","ART"
"4","11/22/2012","1208","","5607","SOCIAL_WELFARE"
"8","1/12/2018","1788","","5608","UTILITIES"
"5","10/6/2012","881","","5609","SOCIETY_DEFENCE"
"7","6/28/2018","539","","5610","TRANSPORT_ROADS_HOUSEHOLD"
"5","3/1/2012","243","","5611","SOCIETY_DEFENCE"
"2","11/21/2015","888","","5612","GOVERNANCE"
"1","9/10/2014","1184","","5613","EDUCATION"
"6","2/15/2011","1207","","5614","SPORT"
"2","1/25/2009","1653","","5615","GOVERNANCE"
"8","1/11/2013","603","","5616","UTILITIES"
"6","9/20/2011","1767","","5617","SPORT"
"0","8/23/2011","892","","5618","ART"
"3","5/3/2015","1048","","5619","INTERGOVERNMENTAL_TRANSFERS"
"2","2/22/2017","915","","5620","GOVERNANCE"
"4","7/15/2009","265","","5621","SOCIAL_WELFARE"
"4","3/3/2016","510","","5622","SOCIAL_WELFARE"
"1","6/9/2012","709","","5623","EDUCATION"
"1","3/13/2016","1369","","5624","EDUCATION"
"2","10/10/2012","1904","","5625","GOVERNANCE"
"2","11/11/2018","823","","5626","GOVERNANCE"
"4","10/2/2012","1986","","5627","SOCIAL_WELFARE"
"1","11/12/2014","436","","5628","EDUCATION"
"5","2/27/2015","1690","","5629","SOCIETY_DEFENCE"
"3","10/15/2016","138","","5630","INTERGOVERNMENTAL_TRANSFERS"
"7","2/15/2012","1552","","5631","TRANSPORT_ROADS_HOUSEHOLD"
"1","7/22/2010","583","","5632","EDUCATION"
"8","9/10/2016","723","","5633","UTILITIES"
"5","4/28/2013","357","","5634","SOCIETY_DEFENCE"
"5","3/25/2011","781","","5635","SOCIETY_DEFENCE"
"3","11/27/2014","339","","5636","INTERGOVERNMENTAL_TRANSFERS"
"6","6/5/2016","1778","","5637","SPORT"
"0","9/10/2015","1109","","5638","ART"
"0","1/10/2013","1872","","5639","ART"
"3","1/19/2017","1310","","5640","INTERGOVERNMENTAL_TRANSFERS"
"5","3/16/2018","1014","","5641","SOCIETY_DEFENCE"
"2","5/13/2011","550","","5642","GOVERNANCE"
"2","6/21/2016","11","","5643","GOVERNANCE"
"4","1/19/2010","547","","5644","SOCIAL_WELFARE"
"5","1/22/2017","255","","5645","SOCIETY_DEFENCE"
"5","7/9/2014","1063","","5646","SOCIETY_DEFENCE"
"7","9/6/2015","1221","","5647","TRANSPORT_ROADS_HOUSEHOLD"
"6","8/20/2009","844","","5648","SPORT"
"6","3/18/2016","906","","5649","SPORT"
"0","6/14/2010","781","","5650","ART"
"0","1/13/2009","235","","5651","ART"
"1","6/7/2012","47","","5652","EDUCATION"
"8","1/12/2010","387","","5653","UTILITIES"
"3","11/23/2018","1178","","5654","INTERGOVERNMENTAL_TRANSFERS"
"7","4/17/2013","1836","","5655","TRANSPORT_ROADS_HOUSEHOLD"
"3","6/2/2018","305","","5656","INTERGOVERNMENTAL_TRANSFERS"
"1","9/21/2015","835","","5657","EDUCATION"
"3","2/4/2011","583","","5658","INTERGOVERNMENTAL_TRANSFERS"
"3","9/23/2018","91","","5659","INTERGOVERNMENTAL_TRANSFERS"
"5","1/21/2014","1770","","5660","SOCIETY_DEFENCE"
"7","8/1/2012","917","","5661","TRANSPORT_ROADS_HOUSEHOLD"
"1","2/19/2011","1808","","5662","EDUCATION"
"0","3/18/2015","638","","5663","ART"
"6","8/14/2017","1988","","5664","SPORT"
"1","11/23/2012","430","","5665","EDUCATION"
"0","4/14/2013","1191","","5666","ART"
"3","2/26/2011","309","","5667","INTERGOVERNMENTAL_TRANSFERS"
"0","11/17/2013","1475","","5668","ART"
"6","4/12/2014","322","","5669","SPORT"
"2","3/12/2016","1487","","5670","GOVERNANCE"
"5","3/28/2012","229","","5671","SOCIETY_DEFENCE"
"3","11/1/2017","1005","","5672","INTERGOVERNMENTAL_TRANSFERS"
"5","10/7/2012","283","","5673","SOCIETY_DEFENCE"
"1","3/1/2012","844","","5674","EDUCATION"
"0","9/22/2018","515","","5675","ART"
"2","11/2/2009","678","","5676","GOVERNANCE"
"6","1/12/2010","1210","","5677","SPORT"
"4","6/7/2014","205","","5678","SOCIAL_WELFARE"
"0","2/17/2011","1850","","5679","ART"
"8","9/19/2016","26","","5680","UTILITIES"
"7","2/6/2010","1114","","5681","TRANSPORT_ROADS_HOUSEHOLD"
"6","8/3/2012","387","","5682","SPORT"
"0","3/3/2015","1553","","5683","ART"
"4","3/28/2015","664","","5684","SOCIAL_WELFARE"
"4","6/24/2009","1312","","5685","SOCIAL_WELFARE"
"0","1/24/2012","1186","","5686","ART"
"5","1/22/2009","413","","5687","SOCIETY_DEFENCE"
"2","4/26/2018","1813","","5688","GOVERNANCE"
"0","2/23/2015","1419","","5689","ART"
"2","5/16/2017","1466","","5690","GOVERNANCE"
"0","7/2/2010","807","","5691","ART"
"7","10/16/2015","1229","","5692","TRANSPORT_ROADS_HOUSEHOLD"
"3","11/7/2010","1839","","5693","INTERGOVERNMENTAL_TRANSFERS"
"5","9/13/2017","1875","","5694","SOCIETY_DEFENCE"
"0","10/8/2014","603","","5695","ART"
"3","2/1/2018","973","","5696","INTERGOVERNMENTAL_TRANSFERS"
"1","10/24/2012","1118","","5697","EDUCATION"
"8","10/1/2011","1409","","5698","UTILITIES"
"5","10/7/2016","1525","","5699","SOCIETY_DEFENCE"
"5","6/27/2015","231","","5700","SOCIETY_DEFENCE"
"7","10/9/2016","174","","5701","TRANSPORT_ROADS_HOUSEHOLD"
"2","6/14/2011","827","","5702","GOVERNANCE"
"8","11/25/2016","598","","5703","UTILITIES"
"6","9/2/2014","842","","5704","SPORT"
"2","11/18/2014","108","","5705","GOVERNANCE"
"2","5/27/2017","459","","5706","GOVERNANCE"
"2","4/8/2013","126","","5707","GOVERNANCE"
"2","11/23/2015","987","","5708","GOVERNANCE"
"7","5/22/2009","11","","5709","TRANSPORT_ROADS_HOUSEHOLD"
"4","1/24/2018","1729","","5710","SOCIAL_WELFARE"
"2","9/8/2012","750","","5711","GOVERNANCE"
"0","1/14/2012","291","","5712","ART"
"5","3/21/2009","1146","","5713","SOCIETY_DEFENCE"
"2","3/8/2018","986","","5714","GOVERNANCE"
"5","7/1/2018","457","","5715","SOCIETY_DEFENCE"
"1","4/26/2015","1754","","5716","EDUCATION"
"5","4/28/2017","136","","5717","SOCIETY_DEFENCE"
"2","8/8/2010","211","","5718","GOVERNANCE"
"4","10/27/2015","1188","","5719","SOCIAL_WELFARE"
"7","10/4/2018","1392","","5720","TRANSPORT_ROADS_HOUSEHOLD"
"8","3/26/2010","1474","","5721","UTILITIES"
"0","3/19/2018","982","","5722","ART"
"4","4/20/2011","816","","5723","SOCIAL_WELFARE"
"3","9/3/2010","1512","","5724","INTERGOVERNMENTAL_TRANSFERS"
"7","3/5/2009","1320","","5725","TRANSPORT_ROADS_HOUSEHOLD"
"5","1/5/2016","1983","","5726","SOCIETY_DEFENCE"
"4","10/24/2018","795","","5727","SOCIAL_WELFARE"
"0","7/10/2018","1022","","5728","ART"
"0","10/14/2018","1998","","5729","ART"
"0","5/28/2015","768","","5730","ART"
"7","8/21/2012","1211","","5731","TRANSPORT_ROADS_HOUSEHOLD"
"1","6/21/2016","478","","5732","EDUCATION"
"2","5/7/2010","1832","","5733","GOVERNANCE"
"6","10/17/2013","471","","5734","SPORT"
"8","4/9/2015","1958","","5735","UTILITIES"
"8","6/3/2012","994","","5736","UTILITIES"
"7","7/5/2011","1206","","5737","TRANSPORT_ROADS_HOUSEHOLD"
"6","6/8/2012","1354","","5738","SPORT"
"4","6/18/2009","1594","","5739","SOCIAL_WELFARE"
"3","11/18/2012","118","","5740","INTERGOVERNMENTAL_TRANSFERS"
"8","8/6/2013","1476","","5741","UTILITIES"
"8","9/23/2017","1692","","5742","UTILITIES"
"1","6/17/2010","800","","5743","EDUCATION"
"2","3/13/2018","1407","","5744","GOVERNANCE"
"0","6/18/2014","783","","5745","ART"
"0","3/5/2013","735","","5746","ART"
"6","5/18/2010","1564","","5747","SPORT"
"8","1/18/2010","1059","","5748","UTILITIES"
"0","8/28/2009","105","","5749","ART"
"8","3/18/2015","1406","","5750","UTILITIES"
"4","1/26/2012","1890","","5751","SOCIAL_WELFARE"
"7","3/23/2014","1191","","5752","TRANSPORT_ROADS_HOUSEHOLD"
"8","4/1/2010","677","","5753","UTILITIES"
"8","2/7/2010","1644","","5754","UTILITIES"
"3","4/1/2011","1140","","5755","INTERGOVERNMENTAL_TRANSFERS"
"8","2/8/2012","240","","5756","UTILITIES"
"7","11/26/2017","381","","5757","TRANSPORT_ROADS_HOUSEHOLD"
"7","8/27/2011","406","","5758","TRANSPORT_ROADS_HOUSEHOLD"
"0","9/11/2010","494","","5759","ART"
"6","9/5/2009","1138","","5760","SPORT"
"4","8/8/2015","1221","","5761","SOCIAL_WELFARE"
"4","9/17/2016","1902","","5762","SOCIAL_WELFARE"
"5","6/19/2010","1959","","5763","SOCIETY_DEFENCE"
"2","7/4/2017","663","","5764","GOVERNANCE"
"2","3/17/2010","39","","5765","GOVERNANCE"
"0","2/16/2015","1338","","5766","ART"
"1","9/10/2017","615","","5767","EDUCATION"
"8","2/23/2015","113","","5768","UTILITIES"
"0","11/8/2014","1058","","5769","ART"
"8","7/14/2016","568","","5770","UTILITIES"
"7","1/9/2012","1520","","5771","TRANSPORT_ROADS_HOUSEHOLD"
"7","7/5/2018","1112","","5772","TRANSPORT_ROADS_HOUSEHOLD"
"4","2/20/2014","1817","","5773","SOCIAL_WELFARE"
"5","4/23/2016","664","","5774","SOCIETY_DEFENCE"
"4","10/11/2015","885","","5775","SOCIAL_WELFARE"
"8","8/12/2018","506","","5776","UTILITIES"
"3","8/19/2013","1906","","5777","INTERGOVERNMENTAL_TRANSFERS"
"7","4/1/2009","149","","5778","TRANSPORT_ROADS_HOUSEHOLD"
"8","8/14/2014","402","","5779","UTILITIES"
"8","2/28/2010","125","","5780","UTILITIES"
"1","2/1/2011","1794","","5781","EDUCATION"
"5","6/6/2013","1035","","5782","SOCIETY_DEFENCE"
"8","3/17/2012","949","","5783","UTILITIES"
"8","2/18/2011","1808","","5784","UTILITIES"
"3","5/16/2015","1620","","5785","INTERGOVERNMENTAL_TRANSFERS"
"5","10/26/2012","1676","","5786","SOCIETY_DEFENCE"
"6","5/12/2011","12","","5787","SPORT"
"5","2/26/2012","1643","","5788","SOCIETY_DEFENCE"
"3","1/16/2018","330","","5789","INTERGOVERNMENTAL_TRANSFERS"
"2","9/28/2018","219","","5790","GOVERNANCE"
"8","11/11/2016","362","","5791","UTILITIES"
"3","1/20/2011","918","","5792","INTERGOVERNMENTAL_TRANSFERS"
"7","7/11/2015","994","","5793","TRANSPORT_ROADS_HOUSEHOLD"
"6","1/9/2017","1518","","5794","SPORT"
"4","11/3/2009","65","","5795","SOCIAL_WELFARE"
"5","4/13/2016","1379","","5796","SOCIETY_DEFENCE"
"5","9/3/2017","952","","5797","SOCIETY_DEFENCE"
"0","10/25/2009","136","","5798","ART"
"0","4/15/2010","395","","5799","ART"
"5","3/8/2013","216","","5800","SOCIETY_DEFENCE"
"6","4/10/2009","615","","5801","SPORT"
"8","2/8/2013","650","","5802","UTILITIES"
"3","11/10/2009","711","","5803","INTERGOVERNMENTAL_TRANSFERS"
"4","11/27/2010","1649","","5804","SOCIAL_WELFARE"
"6","5/20/2012","1974","","5805","SPORT"
"1","3/17/2014","1234","","5806","EDUCATION"
"0","4/26/2012","645","","5807","ART"
"7","3/20/2017","935","","5808","TRANSPORT_ROADS_HOUSEHOLD"
"0","9/25/2012","1951","","5809","ART"
"3","1/8/2018","1402","","5810","INTERGOVERNMENTAL_TRANSFERS"
"0","7/11/2010","522","","5811","ART"
"8","6/9/2012","1032","","5812","UTILITIES"
"6","2/1/2009","633","","5813","SPORT"
"3","8/13/2018","684","","5814","INTERGOVERNMENTAL_TRANSFERS"
"1","7/19/2015","116","","5815","EDUCATION"
"4","7/7/2009","1518","","5816","SOCIAL_WELFARE"
"5","7/25/2009","132","","5817","SOCIETY_DEFENCE"
"2","11/4/2015","802","","5818","GOVERNANCE"
"1","4/1/2018","58","","5819","EDUCATION"
"7","5/13/2016","979","","5820","TRANSPORT_ROADS_HOUSEHOLD"
"0","3/25/2014","151","","5821","ART"
"8","10/27/2014","1991","","5822","UTILITIES"
"8","8/5/2013","956","","5823","UTILITIES"
"3","10/4/2013","896","","5824","INTERGOVERNMENTAL_TRANSFERS"
"7","2/23/2012","426","","5825","TRANSPORT_ROADS_HOUSEHOLD"
"0","9/26/2014","1745","","5826","ART"
"7","5/3/2017","1423","","5827","TRANSPORT_ROADS_HOUSEHOLD"
"4","11/12/2009","688","","5828","SOCIAL_WELFARE"
"1","6/11/2009","690","","5829","EDUCATION"
"6","1/18/2010","810","","5830","SPORT"
"3","11/7/2017","669","","5831","INTERGOVERNMENTAL_TRANSFERS"
"2","5/22/2014","1128","","5832","GOVERNANCE"
"8","3/15/2016","115","","5833","UTILITIES"
"6","7/8/2016","1580","","5834","SPORT"
"3","4/14/2013","985","","5835","INTERGOVERNMENTAL_TRANSFERS"
"8","4/13/2010","236","","5836","UTILITIES"
"7","7/19/2018","227","","5837","TRANSPORT_ROADS_HOUSEHOLD"
"5","3/18/2015","768","","5838","SOCIETY_DEFENCE"
"4","2/10/2016","1557","","5839","SOCIAL_WELFARE"
"8","7/8/2012","822","","5840","UTILITIES"
"8","5/5/2009","540","","5841","UTILITIES"
"8","10/7/2014","693","","5842","UTILITIES"
"5","11/1/2016","724","","5843","SOCIETY_DEFENCE"
"7","7/19/2018","1975","","5844","TRANSPORT_ROADS_HOUSEHOLD"
"2","2/1/2010","1558","","5845","GOVERNANCE"
"8","4/1/2015","672","","5846","UTILITIES"
"8","11/21/2017","1361","","5847","UTILITIES"
"3","7/6/2014","1052","","5848","INTERGOVERNMENTAL_TRANSFERS"
"3","5/5/2016","111","","5849","INTERGOVERNMENTAL_TRANSFERS"
"8","7/9/2018","1407","","5850","UTILITIES"
"0","10/14/2012","1246","","5851","ART"
"2","9/23/2018","1386","","5852","GOVERNANCE"
"2","3/7/2010","1639","","5853","GOVERNANCE"
"7","3/1/2012","1689","","5854","TRANSPORT_ROADS_HOUSEHOLD"
"5","11/23/2015","1178","","5855","SOCIETY_DEFENCE"
"8","1/26/2016","658","","5856","UTILITIES"
"0","11/16/2011","66","","5857","ART"
"0","9/9/2015","1719","","5858","ART"
"7","5/24/2016","1152","","5859","TRANSPORT_ROADS_HOUSEHOLD"
"8","7/10/2010","360","","5860","UTILITIES"
"1","10/4/2009","1816","","5861","EDUCATION"
"0","5/5/2014","1030","","5862","ART"
"7","4/7/2013","969","","5863","TRANSPORT_ROADS_HOUSEHOLD"
"0","2/3/2009","1798","","5864","ART"
"1","1/28/2011","1525","","5865","EDUCATION"
"4","6/26/2012","1009","","5866","SOCIAL_WELFARE"
"3","8/18/2013","57","","5867","INTERGOVERNMENTAL_TRANSFERS"
"8","2/20/2014","1464","","5868","UTILITIES"
"8","3/20/2012","1703","","5869","UTILITIES"
"8","4/25/2009","134","","5870","UTILITIES"
"4","3/3/2013","565","","5871","SOCIAL_WELFARE"
"6","7/25/2015","835","","5872","SPORT"
"0","9/16/2011","1514","","5873","ART"
"6","1/11/2018","1195","","5874","SPORT"
"1","9/26/2018","1582","","5875","EDUCATION"
"4","8/16/2012","568","","5876","SOCIAL_WELFARE"
"5","2/14/2013","1345","","5877","SOCIETY_DEFENCE"
"5","3/19/2018","1136","","5878","SOCIETY_DEFENCE"
"5","5/11/2018","721","","5879","SOCIETY_DEFENCE"
"0","9/11/2018","675","","5880","ART"
"1","10/26/2009","1308","","5881","EDUCATION"
"3","7/23/2018","818","","5882","INTERGOVERNMENTAL_TRANSFERS"
"8","7/13/2015","1035","","5883","UTILITIES"
"0","10/4/2012","913","","5884","ART"
"1","6/27/2018","78","","5885","EDUCATION"
"5","11/3/2009","1631","","5886","SOCIETY_DEFENCE"
"4","7/11/2018","640","","5887","SOCIAL_WELFARE"
"1","8/10/2016","1072","","5888","EDUCATION"
"8","4/13/2013","443","","5889","UTILITIES"
"4","3/13/2017","1248","","5890","SOCIAL_WELFARE"
"6","2/15/2009","185","","5891","SPORT"
"8","9/14/2012","1704","","5892","UTILITIES"
"8","4/10/2011","1057","","5893","UTILITIES"
"0","1/17/2015","877","","5894","ART"
"4","10/22/2014","1815","","5895","SOCIAL_WELFARE"
"4","11/3/2014","1020","","5896","SOCIAL_WELFARE"
"4","4/10/2017","1434","","5897","SOCIAL_WELFARE"
"6","8/9/2016","636","","5898","SPORT"
"3","11/4/2012","1836","","5899","INTERGOVERNMENTAL_TRANSFERS"
"2","7/15/2012","1542","","5900","GOVERNANCE"
"3","7/15/2014","1300","","5901","INTERGOVERNMENTAL_TRANSFERS"
"2","2/6/2013","1071","","5902","GOVERNANCE"
"7","6/9/2012","553","","5903","TRANSPORT_ROADS_HOUSEHOLD"
"7","8/10/2010","1010","","5904","TRANSPORT_ROADS_HOUSEHOLD"
"4","8/25/2017","579","","5905","SOCIAL_WELFARE"
"8","11/27/2018","1393","","5906","UTILITIES"
"2","3/10/2011","1924","","5907","GOVERNANCE"
"4","7/2/2009","799","","5908","SOCIAL_WELFARE"
"5","2/16/2013","1257","","5909","SOCIETY_DEFENCE"
"3","1/1/2013","391","","5910","INTERGOVERNMENTAL_TRANSFERS"
"3","2/19/2012","1064","","5911","INTERGOVERNMENTAL_TRANSFERS"
"0","10/11/2016","1046","","5912","ART"
"2","5/21/2012","692","","5913","GOVERNANCE"
"2","9/26/2009","1776","","5914","GOVERNANCE"
"3","11/8/2015","1760","","5915","INTERGOVERNMENTAL_TRANSFERS"
"2","2/23/2012","1057","","5916","GOVERNANCE"
"1","2/11/2013","3","","5917","EDUCATION"
"1","3/28/2010","410","","5918","EDUCATION"
"3","9/9/2014","1695","","5919","INTERGOVERNMENTAL_TRANSFERS"
"0","2/25/2009","1487","","5920","ART"
"6","5/26/2017","394","","5921","SPORT"
"5","2/28/2012","1284","","5922","SOCIETY_DEFENCE"
"3","2/17/2012","1677","","5923","INTERGOVERNMENTAL_TRANSFERS"
"2","4/15/2009","1822","","5924","GOVERNANCE"
"0","6/4/2017","1830","","5925","ART"
"3","8/22/2018","81","","5926","INTERGOVERNMENTAL_TRANSFERS"
"1","6/10/2016","1458","","5927","EDUCATION"
"6","4/19/2014","40","","5928","SPORT"
"4","11/11/2018","1580","","5929","SOCIAL_WELFARE"
"7","4/19/2009","1263","","5930","TRANSPORT_ROADS_HOUSEHOLD"
"6","10/12/2016","824","","5931","SPORT"
"5","7/14/2016","1222","","5932","SOCIETY_DEFENCE"
"8","6/17/2018","164","","5933","UTILITIES"
"5","10/2/2016","1715","","5934","SOCIETY_DEFENCE"
"8","5/5/2012","1067","","5935","UTILITIES"
"6","4/22/2009","613","","5936","SPORT"
"4","5/27/2017","1614","","5937","SOCIAL_WELFARE"
"7","7/6/2011","1427","","5938","TRANSPORT_ROADS_HOUSEHOLD"
"3","9/14/2013","146","","5939","INTERGOVERNMENTAL_TRANSFERS"
"5","11/11/2011","1288","","5940","SOCIETY_DEFENCE"
"7","2/22/2009","911","","5941","TRANSPORT_ROADS_HOUSEHOLD"
"6","8/15/2016","606","","5942","SPORT"
"2","1/16/2012","1073","","5943","GOVERNANCE"
"7","11/27/2012","864","","5944","TRANSPORT_ROADS_HOUSEHOLD"
"2","5/19/2015","399","","5945","GOVERNANCE"
"2","9/23/2016","572","","5946","GOVERNANCE"
"5","1/13/2018","898","","5947","SOCIETY_DEFENCE"
"3","9/27/2018","52","","5948","INTERGOVERNMENTAL_TRANSFERS"
"6","9/8/2017","1475","","5949","SPORT"
"0","9/4/2013","519","","5950","ART"
"5","2/8/2017","476","","5951","SOCIETY_DEFENCE"
"8","8/19/2016","951","","5952","UTILITIES"
"3","11/19/2014","749","","5953","INTERGOVERNMENTAL_TRANSFERS"
"3","1/20/2018","1828","","5954","INTERGOVERNMENTAL_TRANSFERS"
"4","11/2/2015","960","","5955","SOCIAL_WELFARE"
"5","4/1/2009","1010","","5956","SOCIETY_DEFENCE"
"8","4/6/2009","765","","5957","UTILITIES"
"0","6/26/2013","862","","5958","ART"
"7","8/16/2017","673","","5959","TRANSPORT_ROADS_HOUSEHOLD"
"4","11/11/2015","1100","","5960","SOCIAL_WELFARE"
"8","9/4/2012","202","","5961","UTILITIES"
"6","6/20/2014","1221","","5962","SPORT"
"0","5/24/2018","1279","","5963","ART"
"5","10/17/2014","478","","5964","SOCIETY_DEFENCE"
"5","2/17/2009","1212","","5965","SOCIETY_DEFENCE"
"3","8/17/2015","1423","","5966","INTERGOVERNMENTAL_TRANSFERS"
"0","10/10/2013","1107","","5967","ART"
"8","10/13/2009","152","","5968","UTILITIES"
"8","9/26/2013","1725","","5969","UTILITIES"
"1","9/2/2011","981","","5970","EDUCATION"
"4","8/13/2010","1096","","5971","SOCIAL_WELFARE"
"5","1/10/2013","1111","","5972","SOCIETY_DEFENCE"
"3","2/2/2014","1582","","5973","INTERGOVERNMENTAL_TRANSFERS"
"3","8/17/2017","1957","","5974","INTERGOVERNMENTAL_TRANSFERS"
"4","8/13/2017","1952","","5975","SOCIAL_WELFARE"
"3","7/12/2013","49","","5976","INTERGOVERNMENTAL_TRANSFERS"
"1","1/9/2013","1600","","5977","EDUCATION"
"8","8/7/2018","1939","","5978","UTILITIES"
"3","3/24/2016","860","","5979","INTERGOVERNMENTAL_TRANSFERS"
"4","1/5/2015","358","","5980","SOCIAL_WELFARE"
"6","11/22/2017","1957","","5981","SPORT"
"6","3/14/2011","1615","","5982","SPORT"
"5","3/27/2014","1683","","5983","SOCIETY_DEFENCE"
"0","8/4/2012","1810","","5984","ART"
"7","9/19/2010","444","","5985","TRANSPORT_ROADS_HOUSEHOLD"
"1","7/12/2009","460","","5986","EDUCATION"
"7","6/25/2018","910","","5987","TRANSPORT_ROADS_HOUSEHOLD"
"4","4/7/2012","1858","","5988","SOCIAL_WELFARE"
"7","1/26/2013","1686","","5989","TRANSPORT_ROADS_HOUSEHOLD"
"1","10/20/2012","925","","5990","EDUCATION"
"7","9/24/2017","1603","","5991","TRANSPORT_ROADS_HOUSEHOLD"
"7","4/15/2016","1460","","5992","TRANSPORT_ROADS_HOUSEHOLD"
"5","2/25/2010","1474","","5993","SOCIETY_DEFENCE"
"0","2/23/2017","1903","","5994","ART"
"3","9/23/2017","1783","","5995","INTERGOVERNMENTAL_TRANSFERS"
"4","8/22/2013","1040","","5996","SOCIAL_WELFARE"
"6","11/10/2011","625","","5997","SPORT"
"0","3/22/2012","639","","5998","ART"
"0","11/19/2016","1473","","5999","ART"
"5","8/9/2013","378","","6000","SOCIETY_DEFENCE"
"6","2/12/2010","841","","6001","SPORT"
"4","3/21/2011","1759","","6002","SOCIAL_WELFARE"
"0","6/12/2017","341","","6003","ART"
"4","9/3/2018","745","","6004","SOCIAL_WELFARE"
"8","4/22/2010","1289","","6005","UTILITIES"
"8","10/15/2016","900","","6006","UTILITIES"
"7","7/9/2014","9","","6007","TRANSPORT_ROADS_HOUSEHOLD"
"7","1/15/2017","1790","","6008","TRANSPORT_ROADS_HOUSEHOLD"
"4","9/26/2014","118","","6009","SOCIAL_WELFARE"
"4","1/11/2016","341","","6010","SOCIAL_WELFARE"
"2","11/27/2011","1798","","6011","GOVERNANCE"
"4","2/20/2010","1808","","6012","SOCIAL_WELFARE"
"8","9/17/2017","1571","","6013","UTILITIES"
"8","3/18/2012","734","","6014","UTILITIES"
"6","2/24/2017","670","","6015","SPORT"
